,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,0,11.44748,302,1,0,223.65358,2,219.2124,1,230.90742,-1,219.83062
1,0,11.44748,305,1,1,223.65358,43,219.2124,1,230.90742,-1,219.83062
2,0,11.44748,271,1,0,223.65358,70,219.2124,0,230.90742,-1,219.83062
3,0,11.44748,232,1,0,223.65358,65,219.2124,1,230.90742,-1,219.83062
4,0,11.44748,193,1,1,223.65358,20,219.2124,1,230.90742,-1,219.83062
5,0,11.44748,377,1,1,223.65358,8,219.2124,1,230.90742,-1,219.83062
6,0,11.44748,247,1,0,223.65358,39,219.2124,1,230.90742,-1,219.83062
7,0,11.44748,399,1,0,223.65358,69,219.2124,1,230.90742,-1,219.83062
8,0,11.44748,167,1,0,223.65358,2,219.2124,0,230.90742,-1,219.83062
9,0,11.44748,306,1,1,223.65358,60,219.2124,1,230.90742,-1,219.83062
10,0,11.44748,327,1,0,223.65358,5,219.2124,0,230.90742,-1,219.83062
11,0,11.44748,351,1,0,223.65358,29,219.2124,1,230.90742,-1,219.83062
12,0,11.44748,528,1,0,223.65358,12,219.2124,1,230.90742,-1,219.83062
13,0,11.44748,176,1,2,223.65358,46,219.2124,0,230.90742,-1,219.83062
14,0,11.44748,230,1,2,223.65358,38,219.2124,1,230.90742,-1,219.83062
15,0,11.44748,494,1,0,223.65358,18,219.2124,0,230.90742,-1,219.83062
16,0,11.44748,275,1,0,223.65358,31,219.2124,0,230.90742,-1,219.83062
17,0,11.44748,312,1,0,223.65358,56,219.2124,0,230.90742,-1,219.83062
18,0,11.44748,307,1,0,223.65358,34,219.2124,0,230.90742,-1,219.83062
19,0,11.44748,200,1,1,223.65358,62,219.2124,1,230.90742,-1,219.83062
20,0,11.44748,239,1,2,223.65358,31,219.2124,0,230.90742,-1,219.83062
21,0,11.44748,365,1,0,223.65358,18,219.2124,1,230.90742,-1,219.83062
22,0,11.44748,374,1,0,223.65358,7,219.2124,1,230.90742,-1,219.83062
23,0,11.44748,238,1,0,223.65358,51,219.2124,0,230.90742,-1,219.83062
24,0,11.44748,295,1,0,223.65358,10,219.2124,1,230.90742,-1,219.83062
25,0,11.44748,434,1,0,223.65358,32,219.2124,0,230.90742,-1,219.83062
26,0,11.44748,353,1,0,223.65358,13,219.2124,0,230.90742,-1,219.83062
27,0,11.44748,284,1,1,223.65358,19,219.2124,1,230.90742,-1,219.83062
28,0,11.44748,254,1,2,223.65358,38,219.2124,0,230.90742,-1,219.83062
29,0,11.44748,270,1,0,223.65358,53,219.2124,0,230.90742,-1,219.83062
30,0,11.44748,338,1,0,223.65358,39,219.2124,1,230.90742,-1,219.83062
31,0,11.44748,291,1,0,223.65358,40,219.2124,0,230.90742,-1,219.83062
32,0,11.44748,309,1,0,223.65358,39,219.2124,0,230.90742,-1,219.83062
33,0,11.44748,366,1,0,223.65358,2,219.2124,1,230.90742,-1,219.83062
34,0,11.44748,337,1,0,223.65358,13,219.2124,1,230.90742,-1,219.83062
35,0,11.44748,291,1,0,223.65358,6,219.2124,1,230.90742,-1,219.83062
36,0,11.44748,292,1,0,223.65358,48,219.2124,0,230.90742,-1,219.83062
37,0,11.44748,275,1,0,223.65358,51,219.2124,0,230.90742,-1,219.83062
38,0,11.44748,255,1,1,223.65358,32,219.2124,1,230.90742,-1,219.83062
39,0,11.44748,311,1,0,223.65358,11,219.2124,1,230.90742,-1,219.83062
40,0,11.44748,386,1,0,223.65358,40,219.2124,0,230.90742,-1,219.83062
41,0,11.44748,382,1,0,223.65358,69,219.2124,1,230.90742,-1,219.83062
42,0,11.44748,433,1,0,223.65358,0,219.2124,0,230.90742,-1,219.83062
43,0,11.44748,284,1,2,223.65358,31,219.2124,0,230.90742,-1,219.83062
44,0,11.44748,281,1,0,223.65358,18,219.2124,0,230.90742,-1,219.83062
45,0,11.44748,402,1,0,223.65358,37,219.2124,0,230.90742,-1,219.83062
46,0,11.44748,264,1,0,223.65358,33,219.2124,0,230.90742,-1,219.83062
47,0,11.44748,380,1,0,223.65358,5,219.2124,0,230.90742,-1,219.83062
48,0,11.44748,210,1,2,223.65358,60,219.2124,1,230.90742,-1,219.83062
49,0,11.44748,346,1,0,223.65358,0,219.2124,0,230.90742,-1,219.83062
50,0,11.44748,275,1,1,223.65358,24,219.2124,1,230.90742,-1,219.83062
51,0,11.44748,314,1,0,223.65358,23,219.2124,1,230.90742,-1,219.83062
52,0,11.44748,379,1,0,223.65358,36,219.2124,0,230.90742,-1,219.83062
53,0,11.44748,449,1,0,223.65358,4,219.2124,0,230.90742,-1,219.83062
54,0,11.44748,307,1,0,223.65358,2,219.2124,1,230.90742,-1,219.83062
55,0,11.44748,429,1,0,223.65358,60,219.2124,0,230.90742,-1,219.83062
56,0,11.44748,423,1,0,223.65358,72,219.2124,0,230.90742,-1,219.83062
57,0,11.44748,297,1,0,223.65358,1,219.2124,0,230.90742,-1,219.83062
58,0,11.44748,236,1,0,223.65358,11,219.2124,0,230.90742,-1,219.83062
59,0,11.44748,288,1,0,223.65358,71,219.2124,1,230.90742,-1,219.83062
60,0,11.44748,275,1,0,223.65358,36,219.2124,1,230.90742,-1,219.83062
