,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,0,21.39555,50,0,3,369.1756,34,369.07189,3,400.26534,-1,370.59724
1,0,21.39555,50,0,0,369.1756,32,369.07189,3,400.26534,-1,370.59724
2,0,21.39555,50,0,0,369.1756,32,369.07189,3,400.26534,-1,370.59724
3,0,21.39555,50,0,2,369.1756,21,369.07189,3,400.26534,-1,370.59724
4,0,21.39555,50,0,3,369.1756,10,369.07189,0,400.26534,-1,370.59724
5,0,21.39555,50,0,3,369.1756,7,369.07189,3,400.26534,-1,370.59724
6,0,21.39555,50,0,3,369.1756,3,369.07189,3,400.26534,-1,370.59724
7,0,21.39555,50,0,3,369.1756,6,369.07189,0,400.26534,-1,370.59724
8,0,21.39555,50,0,3,369.1756,11,369.07189,3,400.26534,-1,370.59724
9,0,21.39555,50,0,0,369.1756,35,369.07189,0,400.26534,-1,370.59724
10,0,21.39555,50,0,0,369.1756,21,369.07189,0,400.26534,-1,370.59724
11,0,21.39555,50,0,2,369.1756,19,369.07189,0,400.26534,-1,370.59724
12,0,21.39555,50,0,0,369.1756,37,369.07189,3,400.26534,-1,370.59724
13,0,21.39555,50,0,3,369.1756,38,369.07189,3,400.26534,-1,370.59724
14,0,21.39555,50,0,0,369.1756,32,369.07189,3,400.26534,-1,370.59724
15,0,21.39555,50,0,0,369.1756,5,369.07189,3,400.26534,-1,370.59724
16,0,21.39555,50,0,0,369.1756,23,369.07189,0,400.26534,-1,370.59724
17,0,21.39555,50,0,3,369.1756,34,369.07189,3,400.26534,-1,370.59724
18,0,21.39555,50,0,0,369.1756,15,369.07189,0,400.26534,-1,370.59724
19,0,21.39555,50,0,2,369.1756,26,369.07189,3,400.26534,-1,370.59724
20,0,21.39555,50,0,3,369.1756,23,369.07189,0,400.26534,-1,370.59724
21,0,21.39555,50,0,0,369.1756,14,369.07189,0,400.26534,-1,370.59724
22,0,21.39555,50,0,0,369.1756,2,369.07189,0,400.26534,-1,370.59724
23,0,21.39555,50,0,0,369.1756,32,369.07189,0,400.26534,-1,370.59724
24,0,21.39555,50,0,3,369.1756,2,369.07189,3,400.26534,-1,370.59724
25,0,21.39555,50,0,0,369.1756,15,369.07189,0,400.26534,-1,370.59724
26,0,21.39555,50,0,3,369.1756,32,369.07189,3,400.26534,-1,370.59724
27,0,21.39555,50,0,0,369.1756,27,369.07189,0,400.26534,-1,370.59724
28,0,21.39555,50,0,0,369.1756,2,369.07189,3,400.26534,-1,370.59724
29,0,21.39555,50,0,3,369.1756,19,369.07189,3,400.26534,-1,370.59724
30,0,21.39555,50,0,0,369.1756,16,369.07189,0,400.26534,-1,370.59724
31,0,21.39555,50,0,0,369.1756,5,369.07189,0,400.26534,-1,370.59724
32,0,21.39555,50,0,3,369.1756,13,369.07189,3,400.26534,-1,370.59724
33,0,21.39555,50,0,0,369.1756,14,369.07189,0,400.26534,-1,370.59724
34,0,21.39555,50,0,2,369.1756,32,369.07189,3,400.26534,-1,370.59724
35,0,21.39555,50,0,0,369.1756,1,369.07189,3,400.26534,-1,370.59724
36,0,21.39555,50,0,3,369.1756,26,369.07189,0,400.26534,-1,370.59724
37,0,21.39555,50,0,0,369.1756,3,369.07189,3,400.26534,-1,370.59724
38,0,21.39555,50,0,0,369.1756,28,369.07189,0,400.26534,-1,370.59724
